ID,词,NUM,chinese_text,图,词性,explain,eng_text,jp_text,ara_text,fr_text,de_text,pt_text,spa_text,ru_text
293075,笑眯眯,,,"笑,关,眼",a,,,,,,,,,
293077,可歌可泣,,,"可以A,哭,说",0,,,,,,,,,
293079,后话,,,,n,,,,,,,,,
293085,联署,,,,vn,,,,,,,,,
293087,卑微,,,"低,位置,社会",a,,,,,,,,,
293089,不插电,,,,v,,,,,,,,,
293093,萨雷,,,,PER,,,,,,,,,
293095,陡峭化,,,,vn,,,,,,,,,
293097,定上,,,,v,,,,,,,,,
293099,米纳,,,,PER,,,,,,,,,
293103,克格勃,,,,ORG,,,,,,,,,
293105,失言,,,,v,,,,,,,,,
293109,外矿,,,,n,,,,,,,,,
293111,赘言,,,,nr,,,,,,,,,
293113,汪涌,,,,PER,,,,,,,,,
293115,美峰,,,,nr,,,,,,,,,
293119,吃穿,,,,vn,,,,,,,,,
293125,帝元,,,,nr,,,,,,,,,
293127,段距离,,,,nr,,,,,,,,,
293131,曼迪,,,,nr,,,,,,,,,
293133,低地,,,,n,,,,,,,,,
293137,张志东,,,,PER,,,,,,,,,
293141,海正,,,,nr,,,,,,,,,
293149,亚青会,,,,0,,,,,,,,,
293153,生儿育女,,,"人,产生",0,,,,,,,,,
293155,泄密门,,,,nz,,,,,,,,,
293157,瑜珈,,,,n,,,,,,,,,
293163,较之于,,,,v,,,,,,,,,
293169,杀菌剂,,,,n,,,,,,,,,
293171,聊斋,,,,v,,,,,,,,,
293173,赵普,,,,PER,,,,,,,,,
293175,外装,,,,n,,,,,,,,,
293179,蹉跎,,,,vn,,,,,,,,,
293181,淡粉,,,,n,,,,,,,,,
293185,牌组,,,,0,,,,,,,,,
293187,瑞斯,,,,nr,,,,,,,,,
293189,陶邢莹,,,,PER,,,,,,,,,
293191,下客,,,,vn,,,,,,,,,
293193,祁玉民,,,,PER,,,,,,,,,
293195,铸成,,,"成为,做,液体,变,热V",v,,,,,,,,,
293197,重名,,,,vn,,,,,,,,,
293199,后战,,,,n,,,,,,,,,
293201,平手盘,,,,n,,,,,,,,,
293203,漂洗,,,,vn,,,,,,,,,
293205,侠女,,,,PER,,,,,,,,,
293207,罗新,,,,nr,,,,,,,,,
293211,钴酸锂,,,,0,,,,,,,,,
293213,天狼星,,,,0,,,,,,,,,
293217,金天,,,,nr,,,,,,,,,
293219,红宝丽,,,,ORG,,,,,,,,,
293221,王秋,,,,nr,,,,,,,,,
293223,陈金彪,,,,PER,,,,,,,,,
293227,上博,,,,n,,,,,,,,,
293229,魔音,,,,n,,,,,,,,,
293231,李祥祥,,,,PER,,,,,,,,,
293235,仙界,,,,n,,,,,,,,,
293241,红字,,,,n,,,,,,,,,
293245,叶江川,,,,PER,,,,,,,,,
293247,唐肖林,,,,PER,,,,,,,,,
293249,张楚,,,,PER,,,,,,,,,
293251,遮阳板,,,,0,,,,,,,,,
293253,蜀山,,,,ns,,,,,,,,,
293257,动者,,,,n,,,,,,,,,
293259,服帖,,,,v,,,,,,,,,
293263,淘金者,,,,n,,,,,,,,,
293265,周经,,,,PER,,,,,,,,,
293269,转空,,,,v,,,,,,,,,
293271,叫嚷,,,"叫,说",v,,,,,,,,,
293273,崔智友,,,,PER,,,,,,,,,
293275,邢傲伟,,,,PER,,,,,,,,,
293277,储值卡,,,,nz,,,,,,,,,
293279,矿务局,,,,0,,,,,,,,,
293281,有若,,,,nr,,,,,,,,,
293283,小街,,,,n,,,,,,,,,
293285,蒂奥特,,,,PER,,,,,,,,,
293287,顺庆区,,,,LOC,,,,,,,,,
293291,金谷,,,,LOC,,,,,,,,,
293293,李翔,,,,PER,,,,,,,,,
293297,时标,,,,n,,,,,,,,,
293299,军规,,,,n,,,,,,,,,
293301,自完,,,,v,,,,,,,,,
293303,接交,,,,v,,,,,,,,,
293305,电子计算机,,,"机,想",0,,,,,,,,,
293307,追单,,,,v,,,,,,,,,
293309,天启,,,,nz,,,,,,,,,
293315,洛尼亚,,,,PER,,,,,,,,,
293317,胶粘剂,,,,n,,,,,,,,,
293319,阿朵,,,,PER,,,,,,,,,
293321,代谢物,,,,n,,,,,,,,,
293323,弹丸,,,,n,,,,,,,,,
293327,瘀血,,,,0,,,,,,,,,
293329,意以,,,,v,,,,,,,,,
293333,肉色,,,,n,,,,,,,,,
293335,大虫,,,,nz,,,,,,,,,
293337,李根镐,,,,PER,,,,,,,,,
293339,封停,,,,v,,,,,,,,,
293341,赵蕊蕊,,,,PER,,,,,,,,,
293343,岳麓区,,,,LOC,,,,,,,,,
293347,取决,,,按照,vn,,,,,,,,,
293349,时见,,,,v,,,,,,,,,
293351,文森特,,,,PER,,,,,,,,,
293353,埃罗,,,,nr,,,,,,,,,
293355,徐俊,,,,PER,,,,,,,,,
293357,治体,,,,vn,,,,,,,,,
293359,主镜,,,,n,,,,,,,,,
293361,送球,,,,0,,,,,,,,,
293363,党纲,,,,nr,,,,,,,,,
293365,食肆,,,,n,,,,,,,,,
293367,贝塔,,,,LOC,,,,,,,,,
293369,生实,,,,v,,,,,,,,,
293371,备勤,,,,vn,,,,,,,,,
293375,华小,,,,a,,,,,,,,,
293377,徐莉,,,,nr,,,,,,,,,
293379,大博弈,,,,nz,,,,,,,,,
293383,线束,,,,n,,,,,,,,,
293385,睡袋,,,,n,,,,,,,,,
293391,扫兴,,,"兴趣,失去",vn,,,,,,,,,
293393,深海鱼,,,,0,,,,,,,,,
293395,尿失禁,,,,0,,,,,,,,,
293397,盗车,,,,vn,,,,,,,,,
293401,不沾,,,,v,,,,,,,,,
293403,渔利,,,,n,,,,,,,,,
293405,卤煮,,,,nz,,,,,,,,,
293407,汇鑫,,,,ns,,,,,,,,,
293409,冯波,,,,nr,,,,,,,,,
293411,护林员,,,,n,,,,,,,,,
293413,人天,,,,n,,,,,,,,,
293415,铜川市,,,,LOC,,,,,,,,,
293417,狼藉,,,,a,,,,,,,,,
293419,南卫,,,,nz,,,,,,,,,
293421,乔伟光,,,,PER,,,,,,,,,
293425,使以,,,,v,,,,,,,,,
293427,惊扰,,,"乱,惊",vn,,,,,,,,,
293429,小亮,,,,nr,,,,,,,,,
293431,东行,,,,n,,,,,,,,,
293433,昆汀,,,,PER,,,,,,,,,
293437,汽摩,,,,n,,,,,,,,,
293439,大官,,,"领导,政府,大",n,,,,,,,,,
293441,安丘,,,,LOC,,,,,,,,,
293445,安普顿,,,,PER,,,,,,,,,
293447,版报,,,,n,,,,,,,,,
293449,火星车,,,,0,,,,,,,,,
293453,脱逃,,,"分,位置,消除,限制",v,,,,,,,,,
293455,陈锋,,,,PER,,,,,,,,,
293459,防务展,,,,nz,,,,,,,,,
293463,方框,,,"棍,围,垂直",n,,,,,,,,,
293465,零售股,,,,n,,,,,,,,,
293469,洗碗机,,,,0,,,,,,,,,
293471,家文,,,,nr,,,,,,,,,
293473,入监,,,,v,,,,,,,,,
293475,大上海,,,,0,,,,,,,,,
293477,周敏,,,,PER,,,,,,,,,
293479,程国平,,,,PER,,,,,,,,,
293481,探照灯,,,"具,光,分,长",n,,,,,,,,,
293485,台本,,,,n,,,,,,,,,
293487,魏家福,,,,PER,,,,,,,,,
293491,纸袋,,,,n,,,,,,,,,
293493,墨鱼,,,"动物,软,液体,黑,手,十",0,,,,,,,,,
293495,王天,,,,nr,,,,,,,,,
293497,希拉,,,,PER,,,,,,,,,
293501,瓦楞纸,,,,0,,,,,,,,,
293503,老娘,,,"母亲,旧",PER,,,,,,,,,
293505,块化,,,,vn,,,,,,,,,
293509,立正,,,"正,垂直V",v,,,,,,,,,
293511,哀兵,,,,a,,,,,,,,,
293513,英德市,,,,LOC,,,,,,,,,
293519,光器件,,,,n,,,,,,,,,
293521,受进,,,,vn,,,,,,,,,
293523,适宜于,,,,v,,,,,,,,,
293525,收款方,,,,n,,,,,,,,,
293527,据地,,,,d,,,,,,,,,
293529,居民点,,,"地方,集中,生命V,房屋",n,,,,,,,,,
293535,格里纳,,,,nr,,,,,,,,,
293537,交直流,,,,n,,,,,,,,,
293539,状元郎,,,,PER,,,,,,,,,
293541,陈独秀,,,,PER,,,,,,,,,
293543,铁警,,,,n,,,,,,,,,
293545,使长,,,,PER,,,,,,,,,
293549,商业体,,,,n,,,,,,,,,
293551,正科级,,,,a,,,,,,,,,
293553,竹炭,,,,n,,,,,,,,,
293555,彩客,,,,nr,,,,,,,,,
293557,西凤,,,,nr,,,,,,,,,
293561,偷菜,,,,v,,,,,,,,,
293563,朱新礼,,,,PER,,,,,,,,,
293565,代笔,,,,v,,,,,,,,,
293569,艺博会,,,,0,,,,,,,,,
293573,黄洁夫,,,,PER,,,,,,,,,
293575,觉察,,,感觉,v,,,,,,,,,
293577,青蛇,,,,0,,,,,,,,,
293579,丁志杰,,,,PER,,,,,,,,,
293585,跨年夜,,,,t,,,,,,,,,
293587,长荣,,,,n,,,,,,,,,
293591,郭建,,,,PER,,,,,,,,,
293593,不遗,,,,v,,,,,,,,,
293595,招摇,,,,v,,,,,,,,,
293597,潜舰,,,,n,,,,,,,,,
293603,大风车,,,,n,,,,,,,,,
293607,王琼,,,,PER,,,,,,,,,
293609,钟点工,,,,n,,,,,,,,,
293611,吃住行,,,,nz,,,,,,,,,
293613,小章,,,,nr,,,,,,,,,
293615,长流,,,,nz,,,,,,,,,
293617,耳膜,,,,n,,,,,,,,,
293621,财经委,,,,n,,,,,,,,,
293625,皮肉,,,"肉,部件,外",n,,,,,,,,,
293627,遣送,,,,v,,,,,,,,,
293629,痛惜,,,,v,,,,,,,,,
293631,马股,,,,nr,,,,,,,,,
293635,鼓风机,,,,n,,,,,,,,,
293637,熟地,,,,0,,,,,,,,,
293639,篆刻,,,"字符,尖锐V",vn,,,,,,,,,
293641,立夏,,,,0,,,,,,,,,
293643,多梦,,,,0,,,,,,,,,
293645,海钓,,,,n,,,,,,,,,
293651,蜜饯,,,,0,,,,,,,,,
293653,脱衣舞,,,,0,,,,,,,,,
293657,大杨,,,,nr,,,,,,,,,
293661,扯下,,,,v,,,,,,,,,
293663,曾江,,,,PER,,,,,,,,,
293665,民粹,,,,n,,,,,,,,,
293667,强韧,,,,vn,,,,,,,,,
293671,奖券,,,"证明N,资金,运气",n,,,,,,,,,
293673,车品,,,,n,,,,,,,,,
293675,庇护所,,,,n,,,,,,,,,
293677,内制,,,,n,,,,,,,,,
293681,配股价,,,,n,,,,,,,,,
293683,菅直人,,,,PER,,,,,,,,,
293685,满洲,,,,LOC,,,,,,,,,
293687,袁成杰,,,,PER,,,,,,,,,
293689,海门市,,,,LOC,,,,,,,,,
293701,切分,,,"分,片",v,,,,,,,,,
293703,河面,,,,n,,,,,,,,,
293713,港岛,,,,LOC,,,,,,,,,
293719,一板,,,,m,,,,,,,,,
293721,号贩子,,,,PER,,,,,,,,,
293723,津港,,,,LOC,,,,,,,,,
293725,哈尼,,,,nr,,,,,,,,,
293729,王志浩,,,,PER,,,,,,,,,
293731,顶天立地,,,"强,很",0,,,,,,,,,
293733,救救,,,,v,,,,,,,,,
293735,范遥,,,,PER,,,,,,,,,
293737,转帐,,,,vn,,,,,,,,,
293739,该乡,,,,n,,,,,,,,,
293741,过滤网,,,,nz,,,,,,,,,
293743,枪伤,,,,n,,,,,,,,,
293745,云盘,,,,nz,,,,,,,,,
293747,长焦,,,,a,,,,,,,,,
293749,中京,,,,LOC,,,,,,,,,
293751,转介,,,,v,,,,,,,,,
293753,国事,,,"事,国家",n,,,,,,,,,
293755,达蒙,,,,PER,,,,,,,,,
293759,令主,,,,PER,,,,,,,,,
293761,再版,,,,vn,,,,,,,,,
293763,书刊,,,"书,时间,规则",n,,,,,,,,,
293765,休闲服,,,,0,,,,,,,,,
293767,男媒婆,,,,0,,,,,,,,,
293769,现金牛,,,,0,,,,,,,,,
293773,徐炜,,,,PER,,,,,,,,,
293779,核国家,,,,n,,,,,,,,,
293781,可信性,,,,n,,,,,,,,,
293783,商业股,,,,0,,,,,,,,,
293785,阳宝华,,,,PER,,,,,,,,,
293787,蒸好,,,,ORG,,,,,,,,,
293789,连衣,,,,n,,,,,,,,,
293793,警报器,,,,n,,,,,,,,,
293795,私享,,,,n,,,,,,,,,
293797,从容不迫,,,"松,慢,心情",0,,,,,,,,,
293799,慎入,,,,v,,,,,,,,,
293801,王晓玉,,,,PER,,,,,,,,,
293805,赫恩,,,,PER,,,,,,,,,
293807,力战,,,,n,,,,,,,,,
293809,确证,,,"证明N,正确",v,,,,,,,,,
293811,雨刮器,,,,nz,,,,,,,,,
293815,看相,,,,v,,,,,,,,,
293817,久居,,,,v,,,,,,,,,
293819,刀尖,,,"尖锐N,具,分,片",n,,,,,,,,,
293821,展播,,,,vn,,,,,,,,,
293823,站址,,,,LOC,,,,,,,,,
293825,草泥马,,,,0,,,,,,,,,
293827,可燃物,,,,n,,,,,,,,,
293829,五岳,,,,nz,,,,,,,,,
293831,李兴华,,,,PER,,,,,,,,,
293833,家女,,,,n,,,,,,,,,
293837,恶狠狠,,,"强,D恶",a,,,,,,,,,
293841,隆回县,,,,LOC,,,,,,,,,
293843,振臂,,,,v,,,,,,,,,
293845,新亚,,,,ORG,,,,,,,,,
293847,麦特,,,,nr,,,,,,,,,
293849,奔忙,,,,v,,,,,,,,,
293857,有礼貌,,,,v,,,,,,,,,
293859,浴血,,,,v,,,,,,,,,
293867,闲谈,,,"说,互相,松",v,,,,,,,,,
293869,安赛蜜,,,,0,,,,,,,,,
293871,不住地,,,,d,,,,,,,,,
293873,储信艳,,,,nr,,,,,,,,,
293875,候场,,,,vn,,,,,,,,,
293877,湖滨路,,,,LOC,,,,,,,,,
293881,晋铭,,,,nr,,,,,,,,,
293883,南大门,,,,0,,,,,,,,,
293885,红帽,,,,n,,,,,,,,,
293891,医管局,,,,ORG,,,,,,,,,
293893,诗篇,,,"文章,秩序,美",n,,,,,,,,,
293897,弗斯,,,,nr,,,,,,,,,
293899,临潼区,,,,LOC,,,,,,,,,
293901,合川,,,,LOC,,,,,,,,,
293903,胡思乱想,,,"想象,乱",0,,,,,,,,,
293907,李润铭,,,,PER,,,,,,,,,
293909,离婚证,,,,n,,,,,,,,,
293911,生态型,,,,0,,,,,,,,,
293915,系列机,,,,n,,,,,,,,,
293917,增容,,,,vn,,,,,,,,,
293919,赵海,,,,PER,,,,,,,,,
293921,绝后,,,,t,,,,,,,,,
293925,移入,,,"里V,位置,动",v,,,,,,,,,
293929,牛蒡,,,,0,,,,,,,,,
293931,夜蒲,,,,nr,,,,,,,,,
293933,苦力,,,"人,生产,力",n,,,,,,,,,
293937,心内科,,,,nz,,,,,,,,,
293939,江珊,,,,PER,,,,,,,,,
293941,老萧,,,,nr,,,,,,,,,
293943,解一,,,,nr,,,,,,,,,
293955,中华鲟,,,,0,,,,,,,,,
293961,向常,,,,a,,,,,,,,,
293965,许庆祥,,,,PER,,,,,,,,,
293969,篮球鞋,,,,0,,,,,,,,,
293971,外推,,,,v,,,,,,,,,
293975,元数据,,,,nz,,,,,,,,,
293981,魏圣美,,,,PER,,,,,,,,,
293983,草本,,,草,n,,,,,,,,,
293985,李幼斌,,,,PER,,,,,,,,,
293987,弯弯,,,,n,,,,,,,,,
293989,坟场,,,,n,,,,,,,,,
293991,耀才,,,,nr,,,,,,,,,
293993,自揭,,,,v,,,,,,,,,
293995,庆阳市,,,,LOC,,,,,,,,,
293997,长眠,,,,v,,,,,,,,,
294001,不要问,,,,v,,,,,,,,,
294005,栽倒,,,"下V,斜",v,,,,,,,,,
294007,红利税,,,,nz,,,,,,,,,
294009,长崎县,,,,LOC,,,,,,,,,
294011,渡边,,,,nr,,,,,,,,,
294015,感怀,,,,v,,,,,,,,,
294019,恶变,,,,vn,,,,,,,,,
294021,科翔,,,,nz,,,,,,,,,
294023,微光,,,"光,弱,很",n,,,,,,,,,
294025,米诺,,,,nr,,,,,,,,,
294027,衣食,,,"物,吃,服装",n,,,,,,,,,
294029,电传,,,,n,,,,,,,,,
294031,周已,,,,nr,,,,,,,,,
294033,惠金,,,,nr,,,,,,,,,
294035,天方,,,,n,,,,,,,,,
294041,分集,,,,n,,,,,,,,,
294043,中藏,,,,nz,,,,,,,,,
294047,学前班,,,,n,,,,,,,,,
294051,上千年,,,,0,,,,,,,,,
294053,连杰,,,,nr,,,,,,,,,
294055,苏皖,,,,ns,,,,,,,,,
294059,拂晓,,,"日,黑,结束",0,,,,,,,,,
294061,敲碎,,,,v,,,,,,,,,
294063,描摹,,,,v,,,,,,,,,
294069,管工,,,,PER,,,,,,,,,
294071,心战,,,,0,,,,,,,,,
294075,神药,,,,n,,,,,,,,,
294077,农牧区,,,,LOC,,,,,,,,,
294079,横线,,,,n,,,,,,,,,
294083,医学会,,,,n,,,,,,,,,
294085,湖景,,,,n,,,,,,,,,
294087,小客,,,,nr,,,,,,,,,
294093,烟片,,,,n,,,,,,,,,
294095,陈惠君,,,,PER,,,,,,,,,
294099,刘思,,,,PER,,,,,,,,,
294103,南半,,,,m,,,,,,,,,
294107,陈康,,,,PER,,,,,,,,,
294109,声效,,,,n,,,,,,,,,
294111,镇党委,,,,ORG,,,,,,,,,
294113,蒸发器,,,,n,,,,,,,,,
294115,怀表,,,,n,,,,,,,,,
294117,地铺,,,,n,,,,,,,,,
294119,王岩,,,,nr,,,,,,,,,
294121,将乐,,,,ns,,,,,,,,,
294123,维达,,,,nr,,,,,,,,,
294125,积碳,,,,nz,,,,,,,,,
294127,威廉斯,,,,PER,,,,,,,,,
294131,军报,,,,n,,,,,,,,,
294133,韩江,,,,LOC,,,,,,,,,
294135,明宇,,,,nr,,,,,,,,,
294141,萌主,,,,PER,,,,,,,,,
294145,裸辞,,,,0,,,,,,,,,
294147,痴狂,,,,a,,,,,,,,,
294149,除尘器,,,,0,,,,,,,,,
294157,世华,,,,n,,,,,,,,,
294159,广西省,,,,LOC,,,,,,,,,
294161,尼日尔,,,,LOC,,,,,,,,,
294163,报忧,,,,v,,,,,,,,,
294167,张高,,,,nr,,,,,,,,,
294169,蚂蜂窝,,,,0,,,,,,,,,
294171,小明星,,,,PER,,,,,,,,,
294173,晓旭,,,,nr,,,,,,,,,
294175,港口股,,,,n,,,,,,,,,
294177,化地,,,,n,,,,,,,,,
294179,杨启鹏,,,,PER,,,,,,,,,
294185,中教,,,,nt,,,,,,,,,
294187,鸦雀无声,,,"全,无A,声音",0,,,,,,,,,
294189,明灯,,,,nz,,,,,,,,,
294191,工部,,,,n,,,,,,,,,
294195,怪人,,,,n,,,,,,,,,
294197,原东,,,,PER,,,,,,,,,
294201,正午,,,"日,白,中",t,,,,,,,,,
294203,官渡区,,,,LOC,,,,,,,,,
294205,喂给,,,,v,,,,,,,,,
294207,梦圆,,,,vn,,,,,,,,,
294209,舒爽,,,,an,,,,,,,,,
294213,徐晓,,,,nr,,,,,,,,,
294215,祥瑞,,,,n,,,,,,,,,
294217,铁基,,,,n,,,,,,,,,
294221,毛躁,,,,a,,,,,,,,,
294229,无咎,,,,v,,,,,,,,,
294231,高登,,,,n,,,,,,,,,
294233,中格,,,,nz,,,,,,,,,
294237,装饰物,,,,n,,,,,,,,,
294239,李凌,,,,nr,,,,,,,,,
294241,误用,,,,v,,,,,,,,,
294243,少和,,,,nr,,,,,,,,,
294245,新大地,,,,ORG,,,,,,,,,
294249,代买,,,,v,,,,,,,,,
294251,异度,,,,n,,,,,,,,,
294253,扩权,,,,v,,,,,,,,,
294259,芒市,,,,LOC,,,,,,,,,
294261,长材,,,,PER,,,,,,,,,
294263,哈灵顿,,,,PER,,,,,,,,,
294265,闻言,,,,v,,,,,,,,,
294269,娇美,,,"美,清楚",a,,,,,,,,,
294273,人味,,,,n,,,,,,,,,
294275,于梦雨,,,,PER,,,,,,,,,
294277,连场,,,,r,,,,,,,,,
294279,联勤,,,,vn,,,,,,,,,
294281,侦讯,,,,vn,,,,,,,,,
294283,杀怪,,,,v,,,,,,,,,
294285,果汁机,,,,0,,,,,,,,,
294287,招招,,,,v,,,,,,,,,
294289,串案,,,,0,,,,,,,,,
294291,纸钱,,,,n,,,,,,,,,
294293,花球,,,,n,,,,,,,,,
294295,框图,,,,n,,,,,,,,,
294297,车龄,,,,n,,,,,,,,,
294299,事过,,,,v,,,,,,,,,
294305,帮带,,,,n,,,,,,,,,
294313,联基,,,,ORG,,,,,,,,,
294317,永亨,,,,nt,,,,,,,,,
294319,海产,,,"生产N,海",n,,,,,,,,,
294331,芥蒂,,,,v,,,,,,,,,
294335,利箭,,,,n,,,,,,,,,
294337,煎蛋,,,,n,,,,,,,,,
294341,戈壁滩,,,"地,水,缺少A,石,点",n,,,,,,,,,
294345,张孝全,,,,PER,,,,,,,,,
294349,奚君羊,,,,PER,,,,,,,,,
294351,想吐,,,,v,,,,,,,,,
294355,张程,,,,nr,,,,,,,,,
294357,贪恋,,,,v,,,,,,,,,
294359,吴青峰,,,,PER,,,,,,,,,
294361,怎奈,,,,d,,,,,,,,,
294365,华德,,,,nr,,,,,,,,,
294367,中距,,,,nz,,,,,,,,,
294369,宁宁,,,,PER,,,,,,,,,
294371,皮尤,,,,PER,,,,,,,,,
294373,学友,,,,n,,,,,,,,,
294379,隔年,,,,t,,,,,,,,,
294381,林强,,,,nr,,,,,,,,,
294385,勇救,,,,v,,,,,,,,,
294387,江铜,,,,ORG,,,,,,,,,
294389,神女,,,,n,,,,,,,,,
294393,恶梦,,,"坏,睡,N想象",n,,,,,,,,,
294395,和州,,,,LOC,,,,,,,,,
294397,金海湾,,,,ns,,,,,,,,,
294399,夜深人静,,,"黑,日,无A,声音",0,,,,,,,,,
294403,胡怀邦,,,,PER,,,,,,,,,
294405,低热,,,,0,,,,,,,,,
294407,数量型,,,,n,,,,,,,,,
294409,陆港,,,,ns,,,,,,,,,
294413,变人,,,,vn,,,,,,,,,
294415,平台期,,,,n,,,,,,,,,
294417,东坡区,,,,LOC,,,,,,,,,
294421,一学期,,,,t,,,,,,,,,
294423,土葬,,,,vn,,,,,,,,,
294431,利辛县,,,,LOC,,,,,,,,,
294433,降格,,,,v,,,,,,,,,
294435,阳极,,,"部分,最,电,正",n,,,,,,,,,
294439,阅览,,,,vn,,,,,,,,,
294443,脸孔,,,"面,头",n,,,,,,,,,
294445,宁乡,,,,LOC,,,,,,,,,
294449,鉴定书,,,,n,,,,,,,,,
294455,上医院,,,,ORG,,,,,,,,,
294457,分由,,,,v,,,,,,,,,
294459,测光,,,,vn,,,,,,,,,
294461,商社,,,,n,,,,,,,,,
294463,乔木,,,"树,长",n,,,,,,,,,
294465,苍凉,,,,a,,,,,,,,,
294471,瓶啤,,,,nz,,,,,,,,,
294473,罗莱,,,,nt,,,,,,,,,
294477,格林兰,,,,ns,,,,,,,,,
294479,四时,,,,0,,,,,,,,,
294481,中街,,,,LOC,,,,,,,,,
294483,港城,,,,ns,,,,,,,,,
294485,巧手,,,,n,,,,,,,,,
294489,熟和,,,,a,,,,,,,,,
294491,扬招,,,,v,,,,,,,,,
294495,张贵,,,,nr,,,,,,,,,
294497,加斯明,,,,PER,,,,,,,,,
294499,不嫁,,,,v,,,,,,,,,
294501,认定书,,,,n,,,,,,,,,
294505,氨酸,,,,nz,,,,,,,,,
294511,绿荫,,,"位置,光,无,绿",n,,,,,,,,,
294515,东岳,,,,LOC,,,,,,,,,
294517,欧喜,,,,ORG,,,,,,,,,
294521,策略组,,,,n,,,,,,,,,
294523,暖春,,,,0,,,,,,,,,
294525,五粮,,,,nz,,,,,,,,,
294527,药商,,,,n,,,,,,,,,
294531,向进,,,,nr,,,,,,,,,
294533,跑开,,,"分,走,跳",v,,,,,,,,,
294535,吉拉,,,,PER,,,,,,,,,
294537,权方,,,,n,,,,,,,,,
294541,胡彦,,,,PER,,,,,,,,,
294543,间夜,,,,nr,,,,,,,,,
294547,南勇,,,,PER,,,,,,,,,
294551,新校,,,,n,,,,,,,,,
294553,小曹,,,,nr,,,,,,,,,
294555,张凯丽,,,,PER,,,,,,,,,
294557,建国路,,,,0,,,,,,,,,
294559,半人,,,,0,,,,,,,,,
294561,青城山,,,,LOC,,,,,,,,,
294565,厕所门,,,,0,,,,,,,,,
294567,小夜,,,,PER,,,,,,,,,
294571,绿山,,,,LOC,,,,,,,,,
294573,跑着,,,,v,,,,,,,,,
294575,中脂,,,,nz,,,,,,,,,
294577,例行性,,,,n,,,,,,,,,
294587,按摩椅,,,,0,,,,,,,,,
294589,没话说,,,,v,,,,,,,,,
294591,条法司,,,,nz,,,,,,,,,
294593,鹤岗市,,,,LOC,,,,,,,,,
294595,别去,,,,v,,,,,,,,,
294597,甜馨,,,,PER,,,,,,,,,
294599,丁盛,,,,PER,,,,,,,,,
294601,植根,,,,v,,,,,,,,,
294605,陈荣,,,,PER,,,,,,,,,
294607,济危,,,,nz,,,,,,,,,
294609,右拐,,,,vn,,,,,,,,,
294611,焦糖,,,,0,,,,,,,,,
294615,织布,,,"生产,片,线",v,,,,,,,,,
294617,吴晓,,,,nr,,,,,,,,,
294623,未至,,,,v,,,,,,,,,
294627,杨开慧,,,,PER,,,,,,,,,
294629,耗油量,,,,n,,,,,,,,,
294631,文意,,,,n,,,,,,,,,
294633,陈德霖,,,,PER,,,,,,,,,
294639,防夹,,,,vn,,,,,,,,,
294641,新昌,,,,LOC,,,,,,,,,
294643,苏明,,,,PER,,,,,,,,,
294649,成华,,,,LOC,,,,,,,,,
294653,排名战,,,,n,,,,,,,,,
294655,叶熙祺,,,,PER,,,,,,,,,
294659,广和,,,,a,,,,,,,,,
294661,分配格,,,,nz,,,,,,,,,
294663,巴不得,,,"希望,很",v,,,,,,,,,
294665,百姓家,,,,n,,,,,,,,,
294667,扒开,,,"拿,开",v,,,,,,,,,
294669,美报,,,,nt,,,,,,,,,
294671,月亮湾,,,,LOC,,,,,,,,,
294673,文山州,,,,LOC,,,,,,,,,
294679,业余赛,,,,n,,,,,,,,,
294683,权相佑,,,,PER,,,,,,,,,
294685,掉色,,,,vn,,,,,,,,,
294687,长管,,,,n,,,,,,,,,
294689,高密市,,,,LOC,,,,,,,,,
294691,驾培,,,,v,,,,,,,,,
294695,杏仁露,,,,0,,,,,,,,,
294697,很脏,,,,a,,,,,,,,,
294699,翁某,,,,nr,,,,,,,,,
294701,合作网,,,,0,,,,,,,,,
294703,油当量,,,,nz,,,,,,,,,
294705,胡亚东,,,,PER,,,,,,,,,
294707,去籽,,,,v,,,,,,,,,
294709,保险单,,,,n,,,,,,,,,
294713,参差,,,"形状,也A,不",vn,,,,,,,,,
294717,北舞,,,,nz,,,,,,,,,
294719,鬼鬼,,,,PER,,,,,,,,,
294721,细丝,,,,n,,,,,,,,,
294723,部制,,,,n,,,,,,,,,
294727,声索国,,,,PER,,,,,,,,,
294731,朱峰,,,,PER,,,,,,,,,
294735,被逮,,,,v,,,,,,,,,
294737,急拉,,,,v,,,,,,,,,
294739,初四,,,,t,,,,,,,,,
294741,文新,,,,PER,,,,,,,,,
294743,麻涌,,,,n,,,,,,,,,
294745,热茶,,,,n,,,,,,,,,
294747,公审,,,,vn,,,,,,,,,
294749,入联,,,,v,,,,,,,,,
294751,手把,,,,v,,,,,,,,,
294753,毛驴,,,"马,弱",n,,,,,,,,,
294755,龚永,,,,nr,,,,,,,,,
294757,小浪,,,,PER,,,,,,,,,
294761,汤锅,,,,n,,,,,,,,,
294763,礼节性,,,,n,,,,,,,,,
294769,萨维奇,,,,PER,,,,,,,,,
294771,单第,,,,nr,,,,,,,,,
294773,不外,,,"有,只",v,,,,,,,,,
294775,唐钢,,,,PER,,,,,,,,,
294777,珲春市,,,,LOC,,,,,,,,,
294785,粉体,,,,n,,,,,,,,,
294787,迪耶,,,,PER,,,,,,,,,
294793,青青,,,,nr,,,,,,,,,
294797,特劳雷,,,,PER,,,,,,,,,
294799,大流,,,,nz,,,,,,,,,
294801,燃情,,,,n,,,,,,,,,
